movieId,title,genres
6416,King Rat (1965),Drama|War
6422,Shenandoah (1965),Drama|War|Western
6424,Oscar (1991),Comedy|Crime|Mystery|Romance
6425,The 6th Man (1997),Comedy
6428,Two Mules for Sister Sara (1970),Comedy|War|Western
6429,Winchester '73 (1950),Western
6430,Ziggy Stardust and the Spiders from Mars (1973),Documentary|Musical
6431,Battle Cry (1955),Drama|War
6433,The Man with the Movie Camera (1929),Documentary
6434,"Objective, Burma! (1945)",War
6435,Operation Pacific (1951),Drama|War
6436,This Boy's Life (1993),Drama
6437,13 Rue Madeleine (1947),Thriller|War
6439,Attack! (1956),Drama|War
6440,Barton Fink (1991),Drama|Thriller
6441,Battle of Britain (1969),War
6442,Belle Ì©poque (1992),Comedy|Romance
6446,The Comancheros (1961),Action|Adventure|Drama|Romance
6447,Duel at Diablo (1966),War
6448,The Flight of the Phoenix (1965),Action|Adventure|Drama
6450,"Heaven Knows, Mr. Allison (1957)",Drama|War
6453,Man of Aran (1934),Documentary
6454,Music Box (1989),Drama
6455,North to Alaska (1960),Comedy|Western
6457,Sink the Bismark! (1960),Action|Drama|War
6458,The Blue Max (1966),Adventure|Drama|War
6459,The Desert Fox (1951),Drama|War
6460,The Trial (1962),Drama
6461,The Unforgiven (1960),Drama|Western
6462,The Undefeated (1969),Western
6463,Divine Trash (1998),Documentary
6464,Good Burger (1997),Children|Comedy
6465,Jubilee (1977),Drama
6466,Mississippi Masala (1991),Drama|Romance
6467,Quai des OrfÌ¬vres (Jenny Lamour) (1947),Crime|Drama
6469,Cahill U.S. Marshal (Cahill: United States Marshal) (Wednesday Morning) (1973),Western
6470,Chisum (1970),Western
6475,Opportunity Knocks (1990),Comedy
6476,Shattered (1991),Mystery|Thriller
6477,The Song of Bernadette (1943),Drama
6478,The Life and Times of Judge Roy Bean (1972),Comedy|Western
6480,Thoroughly Modern Millie (1967),Comedy|Musical
6481,Where the Heart Is (1990),Comedy|Drama
6482,Dumb and Dumberer: When Harry Met Lloyd (2003),Comedy
6484,Hollywood Homicide (2003),Action|Crime|Drama
6485,Rugrats Go Wild! (2003),Adventure|Animation|Children|Comedy
6492,Tycoon (Oligarkh) (2002),Crime|Drama
6493,Alex and Emma (2003),Comedy|Drama|Romance
6497,Is Paris Burning? (Paris brÌÈle-t-il?) (1966),Drama|War
6498,Murphy's War (1971),War
6500,The Satanic Rites of Dracula (1974),Horror
6502,28 Days Later (2002),Action|Horror|Sci-Fi
6503,Charlie's Angels: Full Throttle (2003),Action|Adventure|Comedy|Crime|Thriller
6505,Ed and His Dead Mother (1993),Comedy|Horror
6506,Fulltime Killer (Chuen jik sat sau) (2001),Action|Thriller
6508,The Bank (2001),Thriller
6509,Ali: Fear Eats the Soul (Angst essen Seele auf) (1974),Drama|Romance
6510,"Bodies, Rest & Motion (1993)",Drama|Romance
6511,Jesus (1979),Drama
6512,The Long Ships (1963),Adventure
6516,Anastasia (1956),Drama
6517,The Babe (1992),Drama
6518,Flight of the Intruder (1991),Action|War
6519,Fun with Dick and Jane (1977),Comedy
6522,Man's Favorite Sport? (1964),Comedy
6523,Mr. Baseball (1992),Comedy|Romance
6524,Never on Sunday (Pote tin Kyriaki) (1960),Comedy|Drama
6525,Nuts (1987),Drama
6529,Strange Bedfellows (1965),Comedy
6530,The Tenant (1976),Drama|Horror|Mystery|Thriller
6531,The Hour of the Pig (1993),Crime|Drama|Mystery
6533,"What's Up, Doc? (1972)",Comedy
6534,Hulk (2003),Action|Adventure|Sci-Fi
6535,"Legally Blonde 2: Red, White & Blonde (2003)",Comedy
6536,Sinbad: Legend of the Seven Seas (2003),Adventure|Animation|Children|Fantasy
6537,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi
6538,Swimming Pool (2003),Drama|Mystery|Thriller
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy
6541,The League of Extraordinary Gentlemen (2003),Action|Fantasy|Sci-Fi
6542,The Cuckoo (2002),Comedy|Drama|War
6547,Northfork (2003),Drama|Fantasy
6548,Bad Boys II (2003),Action|Comedy|Crime|Thriller
6549,How to Deal (2003),Comedy|Drama|Romance
6550,Johnny English (2003),Action|Comedy|Thriller
6552,Dirty Pretty Things (2002),Crime|Drama|Thriller
6558,Curly Sue (1991),Comedy|Drama
6559,Little Giants (1994),Children|Comedy
6560,Loose Cannons (1990),Action|Comedy
6561,The Mouse That Roared (1959),Comedy|War
6562,Spencer's Mountain (1963),Comedy|Drama
6564,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller
6565,Seabiscuit (2003),Drama
6566,Spy Kids 3-D: Game Over (2003),Action|Adventure|Children
6567,Buffalo Soldiers (2001),Comedy|Crime|Drama|War
6568,Camp (2003),Comedy|Musical
6571,"Mondays in the Sun (Lunes al sol, Los) (2002)",Drama
6574,Eve of Destruction (1991),Action|Sci-Fi|Thriller
6575,Gator (1976),Action|Drama
6577,Kickboxer 2: The Road Back (1991),Action|Drama
6581,The Private Life of Sherlock Holmes (1970),Comedy|Drama|Mystery
6582,Remo Williams: The Adventure Begins (1985),Action|Comedy|Crime|Thriller
6583,The Blood of Heroes (1989),Action|Sci-Fi
6584,"What's Up, Tiger Lily? (1966)",Adventure|Comedy|Crime|Thriller
6585,White Lightning (1973),Action|Crime|Drama
6586,American Wedding (American Pie 3) (2003),Comedy
6587,Gigli (2003),Comedy|Crime|Romance
6589,Boys Life 4: Four Play (2003),Comedy|Drama
6592,The Secret Lives of Dentists (2002),Drama
6593,Freaky Friday (2003),Children|Comedy|Fantasy
6595,S.W.A.T. (2003),Action|Thriller
6597,The Princess Blade (2001),Action|Sci-Fi
6598,Step Into Liquid (2002),Documentary
6601,Big Trouble (1986),Comedy
6602,Brain Damage (1988),Comedy|Horror
6610,The Honeymoon Killers (1970),Crime|Thriller
6611,Umberto D. (1952),Drama
6612,Brother's Keeper (1992),Documentary
6614,I Love You to Death (1990),Comedy|Crime
6615,Freddy vs. Jason (2003),Action|Horror|Thriller
6616,Grind (2003),Action|Comedy
6617,Open Range (2003),Western
6618,Shaolin Soccer (Siu lam juk kau) (2001),Action|Comedy
6619,Uptown Girls (2003),Comedy
6620,American Splendor (2003),Comedy|Drama
6624,Agent Cody Banks (2003),Action|Adventure|Children|Fantasy
6625,Camp Nowhere (1994),Adventure|Children|Comedy
6628,Hot Dog... The Movie (1984),Comedy
6629,House of Wax (1953),Crime|Horror|Mystery|Thriller
6630,The Inn of the Sixth Happiness (1958),Adventure|Drama
6636,The Sure Thing (1985),Comedy|Romance
6638,Valley Girl (1983),Comedy|Romance
6639,Wait Until Dark (1967),Drama|Thriller
6642,Showdown in Little Tokyo (1991),Action|Crime
6643,Tokyo Story (TÌ«kyÌ« monogatari) (1953),Drama
6645,THX 1138 (1971),Action|Adventure|Drama|Sci-Fi
6646,Valley of the Dolls (1967),Drama
6649,Tunes of Glory (1960),Drama
6650,Kind Hearts and Coronets (1949),Comedy|Drama
6652,Joe Kidd (1972),Western
6653,The Keep (1983),Horror|Thriller
6658,10 (1979),Comedy|Romance
6659,Tremors (1990),Comedy|Horror|Sci-Fi
6660,The Red Shoes (1948),Drama|Fantasy|Musical|Romance
6661,Me & Isaac Newton (1999),Documentary
6662,The Pink Panther (1963),Comedy|Crime
6663,The Pink Panther Strikes Again (1976),Comedy|Crime
6664,Commando (1985),Action|Adventure
6665,Dracula (1979),Horror|Romance
6666,The Discreet Charm of the Bourgeoisie (1972),Comedy|Drama|Fantasy
6667,Waco: The Rules of Engagement (1997),Documentary
6669,Ikiru (1952),Drama
6671,A Angel at My Table (1990),Drama
6672,War Photographer (2001),Documentary|War
6674,War and Peace (Jang Aur Aman) (2001),Documentary|War
6676,Incident at Oglala (1992),Documentary
6678,The Handmaid's Tale (1990),Drama|Sci-Fi
6679,Revolution OS (2001),Documentary
6680,Live Nude Girls Unite! (2000),Documentary
6687,My Boss's Daughter (2003),Comedy|Romance
6695,Jeepers Creepers 2 (2003),Horror|Thriller
6696,Bollywood/Hollywood (2002),Comedy|Drama|Musical|Romance
6702,Dickie Roberts: Former Child Star (2003),Comedy
6703,The Order (2003),Horror|Mystery|Thriller
6705,Party Monster (2003),Comedy|Crime|Drama|Thriller
6707,Cabin Fever (2002),Horror|Thriller
6708,Matchstick Men (2003),Comedy|Crime|Drama
6709,Once Upon a Time in Mexico (2003),Action|Adventure|Crime|Thriller
6711,Lost in Translation (2003),Comedy|Drama|Romance
6713,Millennium Actress (Sennen joyÌÈ) (2001),Animation|Drama|Romance
6714,So Close (Chik Yeung Tin Sai) (2002),Action|Comedy|Romance|Thriller
6721,Once Upon a Time in China (Wong Fei Hung) (1991),Action|Adventure|Drama
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),Action|Romance
6724,Paper Moon (1973),Comedy|Crime|Drama
6725,Sgt. Pepper's Lonely Hearts Club Band (1978),Adventure|Musical
6730,Convoy (1978),Action|Comedy|Drama
6731,Day of the Dead (1985),Horror|Sci-Fi|Thriller
6732,"Hello, Dolly! (1969)",Comedy|Musical|Romance
6734,Memoirs of an Invisible Man (1992),Comedy|Romance|Sci-Fi|Thriller
6735,The Rose (1979),Drama
6736,See No Evil (1971),Crime|Drama|Horror|Thriller
6739,At War with the Army (1950),Comedy|Musical|Romance
6741,God told Me To (1976),Crime|Horror|Mystery|Sci-Fi|Thriller
6742,"I, Madman (1989)",Horror
6743,Jungle Book (1942),Adventure|Fantasy
6744,Once Bitten (1985),Comedy|Horror
6746,Squirm (1976),Horror|Romance
6748,The Brood (1979),Horror
6749,The Prince and the Pauper (1937),Adventure|Drama
6750,Anything Else (2003),Comedy|Drama|Romance
6751,Cold Creek Manor (2003),Drama|Thriller
6752,The Fighting Temptations (2003),Drama
6753,Secondhand Lions (2003),Children|Comedy|Drama
6754,Underworld (2003),Action|Fantasy|Horror
6755,Bubba Ho-tep (2002),Comedy|Horror
6757,Demonlover (2002),Crime|Drama|Mystery|Thriller
6763,Duplex (2003),Comedy|Crime
6764,The Rundown (2003),Action|Adventure|Comedy
6765,Under the Tuscan Sun (2003),Comedy|Drama|Romance
6768,Luther (2003),Drama
6770,My Life Without Me (2003),Drama|Romance
6772,To Be and to Have (Ì_tre et avoir) (2002),Documentary
6773,The Triplets of Belleville (2003),Animation|Comedy|Fantasy
6774,Videodrome (1983),Fantasy|Horror|Sci-Fi|Thriller
6777,Judgment at Nuremberg (1961),Drama
6779,"Same Time, Next Year (1978)",Comedy|Drama|Romance
6780,A Brief History of Time (1991),Documentary
6782,Leningrad Cowboys Go America (1989),Comedy|Musical
6783,The Rules of the Game (1939),Comedy|Drama
6784,The Song Remains the Same (1976),Documentary|Musical
6785,Seven Brides for Seven Brothers (1954),Comedy|Musical|Romance|Western
6786,Kiss of the Spider Woman (1985),Drama
6787,All the President's Men (1976),Drama|Thriller
6790,Avalon (2001),Drama|Fantasy|Sci-Fi
6791,Babette's Feast (Babettes gÌ_stebud) (1987),Drama
6793,Beethoven (1992),Children|Comedy|Drama
6794,Beethoven's 2nd (1993),Children|Comedy
6795,Black Moon Rising (1986),Action|Crime|Sci-Fi|Thriller
6796,Boyz N the Hood (1991),Crime|Drama
6797,Bugsy (1991),Crime|Drama
6798,Bugsy Malone (1976),Children|Comedy|Crime|Musical
6800,Cobra (1986),Action|Crime
6803,Phenomena (a.k.a. Creepers) (1985),Horror|Mystery|Thriller
6805,Crying Freeman (1995),Action|Crime|Thriller
6806,Time and Tide (Seunlau Ngaklau) (2000),Action|Crime|Thriller
6807,Monty Python's The Meaning of Life (1983),Comedy
6808,Where Eagles Dare (1968),Action|Adventure|War
6809,Tightrope (1984),Thriller
6810,Sleeping with the Enemy (1991),Drama|Thriller
6811,PCU (1994),Comedy
6812,The Rookie (1990),Action|Comedy|Thriller
6814,City Heat (1984),Action|Comedy
6816,Three O'Clock High (1987),Comedy
6817,"White Hunter, Black Heart (1990)",Adventure|Drama
6818,Come and See (Idi i smotri) (1985),Drama|War
6820,Ginger Snaps (2000),Drama|Horror|Thriller
6825,The Reluctant Astronaut (1967),Comedy
6826,The Shakiest Gun in the West (1968),Comedy|Western
6827,It's Pat (1994),Comedy
6832,Regarding Henry (1991),Drama
6844,Oleanna (1994),Drama
6848,Kingdom of the Spiders (1977),Horror|Sci-Fi
6850,Leap of Faith (1992),Comedy|Drama
6851,"Gas, Food, Lodging (1992)",Drama|Romance
6852,In Cold Blood (1967),Crime|Drama
6854,The Bedford Incident (1965),Drama|Thriller|War
6856,Yankee Doodle Dandy (1942),Drama|Musical
6857,Ninja Scroll (JÌÈbei ninpÌÈchÌ«) (1995),Action|Adventure|Animation|Fantasy
6858,Knife in the Water (NÌ_z w wodzie) (1962),Drama
6859,The Devil and Daniel Webster (1941),Drama|Fantasy
6862,Out of Time (2003),Crime|Drama|Thriller
6863,School of Rock (2003),Comedy|Musical
6864,The Concert for George (2003),Documentary|Musical
6867,The Station Agent (2003),Comedy|Drama
6868,Wonderland (2003),Crime|Drama|Mystery|Thriller
6869,Bus 174 (ÌÓnibus 174) (2002),Crime|Documentary
6870,Mystic River (2003),Crime|Drama|Mystery
6872,The House of the Dead (2003),Action|Horror
6873,Intolerable Cruelty (2003),Comedy|Romance
6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
6879,Runaway Jury (2003),Drama|Thriller
6880,The Texas Chainsaw Massacre (2003),Horror
6881,Pieces of April (2003),Comedy|Drama
6882,Returner (Ritaanaa) (2002),Action|Adventure|Sci-Fi
6883,Sylvia (2003),Drama|Romance
6884,Veronica Guerin (2003),Crime|Drama|Thriller
6885,In the Cut (2003),Crime|Drama|Mystery|Romance|Thriller
6887,Radio (2003),Drama
6888,Scary Movie 3 (2003),Comedy|Horror
6889,Brother Bear (2003),Adventure|Animation|Children
6890,Elephant (2003),Drama
6893,The Italian Job (1969),Action|Comedy|Crime
6898,Sweet Sixteen (2002),Drama
6900,Black Sunday (1977),Action|Drama|Thriller
6902,Interstate 60 (2002),Adventure|Comedy|Drama|Fantasy|Mystery|Sci-Fi|Thriller
6903,Lipstick (1976),Drama
6906,That Was Then... This Is Now (1985),Drama
6908,The Black Scorpion (1957),Sci-Fi
6909,The Eye (2002),Thriller
6910,Kronos (a.k.a. Captain Kronos: Vampire Hunter) (1973),Horror
6911,The Jolson Story (1946),Musical
6918,The Unvanquished (1957),Drama
6920,"Cercle Rouge, Le (Red Circle, The) (1970)",Crime|Thriller
6926,The Solid Gold Cadillac (1956),Comedy
6927,The Human Stain (2003),Drama|Romance|Thriller
6932,Shattered Glass (2003),Crime|Drama
6934,The Matrix Revolutions (2003),Action|Adventure|Sci-Fi|Thriller|IMAX
6935,The Revolution Will Not Be Televised (2003),Documentary
6936,Elf (2003),Children|Comedy|Fantasy
6938,Billabong Odyssey (2003),Documentary
6939,Gloomy Sunday (Ein Lied von Liebe und Tod) (1999),Drama|Romance
6942,Love Actually (2003),Comedy|Drama|Romance
6944,Father of the Bride (1991),Comedy
6945,My Architect: A Son's Journey (2003),Documentary
6947,Master and Commander: The Far Side of the World (2003),Adventure|Drama|War
6948,Tupac: Resurrection (2003),Documentary
6950,The Missing (2003),Adventure|Thriller|Western
6951,The Cat in the Hat (2003),Children|Comedy
6952,Gothika (2003),Horror|Thriller
6953,21 Grams (2003),Crime|Drama|Mystery|Romance|Thriller
6954,The Barbarian Invasions (2003),Comedy|Crime|Drama|Mystery|Romance
6957,Bad Santa (2003),Comedy|Crime
6958,The Haunted Mansion (2003),Children|Comedy|Fantasy|Horror
6959,Timeline (2003),Action|Adventure|Sci-Fi
6963,Devil's Playground (2002),Documentary
6966,Darkman (1990),Action|Crime|Fantasy|Sci-Fi|Thriller
6967,Dead of Night (1945),Horror|Mystery
6970,Desk Set (1957),Comedy|Romance
6971,Europa (Zentropa) (1991),Drama|Thriller
6974,The Freshman (1990),Comedy|Crime
6975,Funny Games (1997),Drama|Horror|Thriller
6976,Tales from the Crypt (1972),Horror
6977,New Jack City (1991),Action|Crime|Drama
6978,Slacker (1991),Comedy|Drama
6979,WarGames (1983),Drama|Sci-Fi|Thriller
6983,Jane Eyre (1944),Drama|Romance
6984,A Tale of Two Cities (1935),Drama
6985,The Passion of Joan of Arc (1928),Drama
6986,Ben-Hur: A Tale of the Christ (1925),Adventure|Drama
6987,The Cabinet of Dr. Caligari (1920),Crime|Fantasy|Horror
6989,Gorky Park (1983),Crime|Drama|Thriller
6990,The Great Train Robbery (1979),Action|Adventure|Comedy|Crime|Drama
6991,"Greystoke: The Legend of Tarzan, Lord of the Apes (1984)",Adventure|Drama|Romance
6992,Guarding Tess (1994),Comedy|Drama
6993,Hannah and Her Sisters (1986),Comedy|Drama|Romance
6994,The Hard Way (1991),Action|Comedy
6995,Hercules in New York (1970),Action|Comedy|Fantasy
6996,Highlander II: The Quickening (1991),Action|Sci-Fi
6997,Hoffa (1992),Crime|Drama
6999,Housesitter (1992),Comedy|Romance
7000,Hudson Hawk (1991),Action|Adventure|Comedy
7001,Invasion of the Body Snatchers (1978),Horror|Mystery|Sci-Fi|Thriller
7004,Kindergarten Cop (1990),Action|Comedy|Crime|Thriller
7005,King Ralph (1991),Comedy
7007,The Last Boy Scout (1991),Action|Comedy|Crime|Drama|Thriller
7008,Last Tango in Paris (Ultimo tango a Parigi) (1972),Drama|Romance
7010,The Lover (1992),Drama|Romance
7012,Mr. Destiny (1990),Comedy|Fantasy
7013,The Night of the Hunter (1955),Drama|Film-Noir|Thriller
7014,Nowhere to Run (1993),Action|Romance
7016,Over the Top (1987),Action|Drama
7017,Passenger 57 (1992),Action|Thriller
7018,Presumed Innocent (1990),Crime|Drama|Thriller
7022,Battle Royale (Batoru rowaiaru) (2000),Action|Drama|Horror|Thriller
7023,The Wedding Banquet (1993),Comedy|Drama|Romance
7024,"Salo, or The 120 Days of Sodom (SalÌ_ o le 120 giornate di Sodoma) (1976)",Drama
7026,Summer School (1987),Comedy
7027,Silverado (1985),Action|Western
7028,Quick Change (1990),Comedy|Crime
7029,Rabid (1977),Horror|Thriller
7030,Radio Flyer (1992),Drama
7031,The Real McCoy (1993),Action|Crime|Drama|Thriller
7032,Revenge (1990),Drama|Romance|Thriller
7033,The Secret of My Succe$s (1987),Comedy|Romance
7034,Show Me Love (Fucking ÌÉmÌ´l) (1998),Drama|Romance
7036,Teen Wolf (1985),Comedy|Fantasy
7037,High Heels (Tacones lejanos) (1991),Comedy|Drama
7038,Things You Can Tell Just by Looking at Her (2000),Drama|Romance
7039,Thunderheart (1992),Crime|Mystery|Thriller
7040,To Live and Die in L.A. (1985),Action|Crime|Drama|Thriller
7042,Betty Blue (37å¡2 le matin) (1986),Drama|Romance
7043,Vivre sa vie: Film en douze tableaux (My Life to Live) (1962),Drama
7044,Wild at Heart (1990),Crime|Drama|Mystery|Romance|Thriller
7045,The Witches (1990),Children|Fantasy
7046,The Witches of Eastwick (1987),Comedy|Fantasy|Horror|Thriller
7048,Nothing to Lose (1997),Action|Adventure|Comedy|Crime
7049,Flying Down to Rio (1933),Comedy|Musical|Romance
7051,"What's New, Pussycat (1965)",Comedy
7053,Roberta (1935),Comedy|Musical|Romance
7054,Little Women (1949),Drama
7055,Swing Time (1936),Comedy|Musical|Romance
7056,The Public Enemy (1931),Action|Crime|Drama
7058,Life with Father (1947),Comedy
7059,National Velvet (1944),Children|Drama
7060,Jesus Christ Superstar (1973),Drama|Musical
7061,Dark Victory (1939),Drama|Romance
7062,Birdman of Alcatraz (1962),Drama
7063,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)",Adventure|Drama
7064,Beauty and the Beast (La belle et la bÌ»te) (1946),Drama|Fantasy
7065,The Birth of a Nation (1915),Drama|War
7068,Last Year at Marienbad (L'AnnÌ©e derniÌ¬re ÌÊ Marienbad) (1961),Drama|Mystery|Romance
7070,Red River (1948),Action|Adventure|Western
7071,A Woman Under the Influence (1974),Drama
7072,Stagecoach (1939),Action|Drama|Romance|Western
7073,A Shot in the Dark (1964),Comedy|Crime|Mystery
7074,The Navigator (1924),Comedy
7075,The Court Jester (1956),Adventure|Comedy|Musical
7076,Bullitt (1968),Action|Crime|Drama|Thriller
7079,The Hunchback of Notre Dame (1939),Drama
7080,42nd Street (1933),Drama|Musical|Romance
7082,That Touch of Mink (1962),Comedy|Romance
7084,"Play It Again, Sam (1972)",Comedy|Romance
7086,Pygmalion (1938),Comedy|Drama
7087,A Passage to India (1984),Adventure|Drama
7088,Black Orpheus (Orfeu Negro) (1959),Drama|Romance
7089,Amarcord (1973),Comedy|Drama
7090,Hero (Ying xiong) (2002),Action|Adventure|Drama
7091,Horse Feathers (1932),Comedy
7092,Anna Karenina (1935),Drama|Romance
7093,The Front Page (1974),Comedy
7095,Looking for Mr. Goodbar (1977),Drama
7096,Rivers and Tides (2001),Documentary
7099,NausicaÌ_ of the Valley of the Wind (Kaze no tani no Naushika) (1984),Adventure|Animation|Drama|Fantasy|Sci-Fi
7101,Doc Hollywood (1991),Comedy|Romance
7102,Dragnet (1987),Comedy|Crime|Drama
7104,1941 (1979),Comedy|War
7107,Foul Play (1978),Comedy|Thriller
7115,Deep Red (Profondo rosso) (1975),Horror|Mystery|Thriller
7116,Diabolique (Les diaboliques) (1955),Horror|Mystery|Thriller
7117,Leprechaun (1993),Comedy|Horror
7118,Wings of Honneamise (ÌÓritsu uchÌÈgun Oneamisu no tsubasa) (1987),Animation|Drama|Sci-Fi|War
7119,Crazy People (1990),Comedy
7121,Adam's Rib (1949),Comedy|Romance
7122,King of Hearts (1966),Comedy|Drama|War
7123,Naked Lunch (1991),Drama|Fantasy|Mystery|Sci-Fi
7124,Grass (1999),Documentary
7125,Spring Forward (1999),Drama
7126,The Killing of a Chinese Bookie (1976),Comedy|Crime|Drama|Film-Noir|Musical
7128,Things to Come (1936),Sci-Fi
7130,Darling (1965),Drama
7132,A Night at the Opera (1935),Comedy|Musical|Romance
7133,Metalstorm: The Destruction of Jared-Syn (1983),Action|Adventure|Sci-Fi
7134,The Element of Crime (1984),Drama|Thriller
7135,Shoot the Piano Player (Tirez sur le pianiste) (1960),Crime|Drama|Romance|Thriller
7137,The Cooler (2003),Comedy|Drama|Romance
7139,In America (2002),Drama|Romance
7143,The Last Samurai (2003),Action|Adventure|Drama|War
7147,Big Fish (2003),Drama|Fantasy|Romance
7149,Something's Gotta Give (2003),Comedy|Drama|Romance
7150,Stuck on You (2003),Comedy
7151,Girl with a Pearl Earring (2003),Drama|Romance
7153,The Lord of the Rings: The Return of the King (2003),Action|Adventure|Drama|Fantasy
7154,Mona Lisa Smile (2003),Drama|Romance
7155,Calendar Girls (2003),Comedy
7156,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara (2003),Documentary|War
7157,The Hebrew Hammer (2003),Comedy
7158,House of Sand and Fog (2003),Drama
7160,Monster (2003),Crime|Drama
7161,Cheaper by the Dozen (2003),Children|Comedy
7162,Cold Mountain (2003),Drama|Romance|War
7163,Paycheck (2003),Action|Sci-Fi|Thriller
7164,Peter Pan (2003),Action|Adventure|Children|Fantasy
7169,Chasing Liberty (2004),Comedy|Romance
7171,Aileen: Life and Death of a Serial Killer (2003),Documentary
7172,Distant (Uzak) (2002),Drama
7173,Along Came Polly (2004),Comedy|Romance
7175,Torque (2004),Action|Crime
7178,The Great Gatsby (1974),Drama
7184,This Property is Condemned (1966),Drama|Romance
7185,Real Men (1987),Comedy|Sci-Fi
7189,"Car 54, Where Are You? (1994)",Comedy
7190,Jane Eyre (1970),Drama
7193,The Adventures of Ford Fairlane (1990),Action|Comedy
7198,The Pick-up Artist (1987),Comedy|Romance
7199,Melvin Goes to Dinner (2003),Comedy|Drama
7200,The Court-Martial of Billy Mitchell (1955),Drama|War
7202,Beyond Re-Animator (2003),Horror
7204,Hells Angels on Wheels (1967),Drama
7205,The Wind and the Lion (1975),Adventure
7206,Mon Oncle (My Uncle) (1958),Comedy
7207,Where the Boys Are (1960),Comedy
7208,Dr. Jekyll and Mr. Hyde (1941),Drama|Horror
7209,"M. Hulot‰Ûªs Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)",Comedy
7210,My Darling Clementine (1946),Western
7212,I Was a Male War Bride (1949),Comedy|Romance
7213,Divorce American Style (1967),Comedy
7215,To Have and Have Not (1944),Adventure|Drama|Romance|Thriller|War
7216,High Sierra (1941),Crime|Drama|Film-Noir|Thriller
7218,The Ox-Bow Incident (1943),Drama|Western
7219,They Drive by Night (1940),Drama
7220,Micki + Maude (1984),Comedy
7222,Reefer Madness (a.k.a. Tell Your Children) (1938),Comedy|Drama
7223,D.O.A. (1950),Drama|Film-Noir|Mystery
7225,Pumping Iron (1977),Documentary
7226,No Good Deed (a.k.a. The House on Turk Street) (2002),Crime|Drama|Thriller
7228,Cool World (1992),Animation|Comedy|Fantasy
7234,"Strada, La (1954)",Drama
7235,Ichi the Killer (Koroshiya 1) (2001),Action|Comedy|Crime|Drama|Horror|Thriller
7236,A Boy and His Dog (1975),Sci-Fi
7239,Marooned (1969),Drama|Sci-Fi
7243,Intolerance: Love's Struggle Throughout the Ages (1916),Drama
7244,The Beast of Yucca Flats (1961),Horror|Sci-Fi
7247,Chitty Chitty Bang Bang (1968),Adventure|Children|Comedy|Fantasy|Musical
7250,The Out of Towners (1970),Comedy
7251,Where the Day Takes You (1992),Drama
7252,The Three Stooges in Orbit (1962),Comedy|Sci-Fi
7253,It (1927),Comedy|Romance
7254,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller
7255,Win a Date with Tad Hamilton! (2004),Comedy|Romance
7256,Touching the Void (2003),Adventure|Documentary
7259,You Got Served (2004),Drama|Musical
7263,Miracle (2004),Drama
7265,The Dreamers (2003),Drama
7266,The Lost Skeleton of Cadavra (2002),Comedy|Horror|Sci-Fi
7270,Sleep with Me (1994),Comedy|Drama|Romance
7272,Super Fly (Superfly) (1972),Action|Crime|Drama
7274,Let's Do It Again (1975),Comedy
7275,Uptown Saturday Night (1974),Comedy
7278,Daddy and Them (2001),Comedy|Drama
7280,Blacula (1972),Horror
7281,"Scream, Blacula, Scream! (1973)",Horror
7282,"Hip Hop Witch, Da (2000)",Comedy|Horror|Thriller
7283,Swing Shift (1984),Drama
7285,Thirteen (2003),Drama
7286,Simple Men (1992),Comedy|Drama
7289,"Silent Night, Bloody Night (1973)",Horror
7293,50 First Dates (2004),Comedy|Romance
7297,Kitchen Stories (Salmer fra kjÌükkenet) (2003),Comedy|Drama
7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),Drama
7300,Vanishing Point (1971),Action|Drama
7301,Diary of a Country Priest (Journal d'un curÌ© de campagne) (1951),Drama
7303,The Diary of Anne Frank (1959),Drama|War
7304,Allegro non troppo (1977),Animation|Comedy|Fantasy|Musical
7305,Black Widow (1987),Crime|Drama|Mystery|Thriller
7306,"Herod's Law (Ley de Herodes, La) (2000)",Comedy|Crime|Mystery
7307,Flesh & Blood (1985),Action|Adventure|Drama|War
7308,King Solomon's Mines (1985),Adventure|Comedy
7310,Raw Deal (1986),Action
7311,"Goodbye, Mr. Chips (1939)",Drama|Romance
7312,"Follow Me, Boys! (1966)",Comedy|Drama
7313,Fire Birds (1990),Action|Adventure
7314,Robot Stories (2003),Drama|Sci-Fi
7316,Confessions of a Teenage Drama Queen (2004),Comedy
7317,EuroTrip (2004),Adventure|Comedy
7318,The Passion of the Christ (2004),Drama
7319,Club Dread (2004),Comedy|Horror
7321,Twisted (2004),Thriller
7323,"Good bye, Lenin! (2003)",Comedy|Drama
7324,Hidalgo (2004),Adventure|Drama
7325,Starsky & Hutch (2004),Action|Comedy|Crime|Thriller
7326,The Reckoning (2004),Crime|Drama
7327,Persona (1966),Drama
